Coordinates,Amenity
"49.26394428647679, -123.21161701071648",parking
"49.26394575031175, -123.15453044114018","parking, parking"
"49.26394590474701, -123.17407544833046","parking, parking"
"49.26394633778141, -123.17391333085881","parking, parking"
"49.26394696281448, -123.16548935810442",parking
"49.263947738804816, -123.15469807795886","parking, parking"
"49.263950674908955, -123.16567342609363","parking, parking"
"49.26395125297729, -123.15487485980546","parking, parking"
"49.263953254720185, -123.16585651444045","parking, parking"
"49.263953655572884, -123.15504858686627",parking
"49.2639557203998, -123.11756900717994","parking, parking"
"49.263956372757896, -123.16603417544654","parking, parking"
"49.263956838153604, -123.11185880732937",parking
"49.2639594827238, -123.20301451751385",bikeways
"49.263965, -123.095837",parks
"49.2639650471476, -123.14084118187708","parking, parking"
"49.26396573206767, -123.09399954","schools, schools"
"49.26396730410122, -123.16675721224918",parking
"49.263967753904566, -123.15590878973511","parking, parking"
"49.263969766844745, -123.15607682535949","parking, parking"
"49.26397036052479, -123.16695165546854","parking, parking"
"49.26397263793183, -123.17794935691165","parking, parking"
"49.26397306737293, -123.15625039044357",parking
"49.2639732568106, -123.16712598963326","parking, parking"
"49.263973971705255, -123.06960505274944",parking
"49.263974, -123.105108","cultural, cultural, cultural, cultural, cultural"
"49.26397681802438, -123.15651648648672","parking, parking"
"49.26398037205229, -123.11738736046537","parking, parking"
"49.263985124893594, -123.11352216194993",parking
"49.26398578286377, -123.15700296836438","parking, parking"
"49.26398741883513, -123.17580939627047","parking, parking"
"49.263988703064165, -123.15060617952382",parking
"49.26398972116785, -123.15729513888776","parking, parking"
"49.263990768718685, -123.1481207266061",bikeways
"49.26399383377887, -123.11984554800807",bikeways
"49.263995060640084, -123.10485440671827",bikeways
"49.26399565091474, -123.11403204686613",parking
"49.263996678293886, -123.14820198876635","parking, parking"
"49.264006681184505, -123.11084080637451",parking
"49.2640067, -123.1144868",gardens
"49.26400735420078, -123.1691926536718",parking
"49.26400815300467, -123.11976773941423","parking, parking"
"49.2640091, -123.1580377",cultural
"49.26401042457032, -123.1693686518102","parking, parking"
"49.26401347599568, -123.16954511722696","parking, parking"
"49.26401713814658, -123.16972816849128","parking, parking"
"49.264021260113005, -123.10475972755845","parking, parking"
"49.264027078121636, -123.17033922517423",parking
"49.264028276593734, -123.17049635921627","parking, parking"
"49.2640305, -123.1057281","cultural, cultural, cultural, cultural, cultural"
"49.264030730001984, -123.1434587800814","parking, parking"
"49.26403239056826, -123.17067090416796","parking, parking"
"49.26403679259244, -123.12171420167142","parking, parking"
"49.26403758711679, -123.1504373229138","parking, parking"
"49.26403912352168, -123.14329125597614","parking, parking"
"49.26403944956298, -123.08133408143644",bikeways
"49.26404014884348, -123.17775530391344",parking
"49.2640409804403, -123.14789881614395",schools
"49.26404557449769, -123.17149913949834",parking
"49.26404572968002, -123.17154003066516",parking
"49.264048254315256, -123.12905653558786","parking, parking"
"49.26404903923834, -123.17169794182757","parking, parking"
"49.26405310062806, -123.1127699992047",parking
"49.26405856624652, -123.12187987944228",parking
"49.26406132704742, -123.17242255289453","parking, parking"
"49.26406391718795, -123.17259156741945","parking, parking"
"49.26406651615858, -123.17276052701409","parking, parking"
"49.26406744934763, -123.10281833823115",parking
"49.26406921096943, -123.1729313974827",parking
"49.26406978542449, -123.14803118173909","parking, parking"
"49.264070999813846, -123.17301031238054",parking
"49.26407384078041, -123.07073226017283",bikeways
"49.264074060501784, -123.17322489248718",parking
"49.26407581811305, -123.16270334195072",parking
"49.26407583220355, -123.12408169398378","parking, parking"
"49.26407605348155, -123.14083668714443","parking, parking"
"49.26407692572115, -123.17340163261653","parking, parking"
"49.26407703754796, -123.11532099742136","parking, parking"
"49.26407718552593, -123.16279264613337","parking, parking"
"49.264079, -123.1386272","cultural, cultural, cultural, cultural, cultural"
"49.264079160269794, -123.1242492508826","parking, parking"
"49.264080200138615, -123.16297044449436","parking, parking"
"49.264082608025824, -123.16315728492812","parking, parking"
"49.26408588041858, -123.1154915217198","parking, parking"
"49.26408596552707, -123.16332120225583","parking, parking"
"49.26408840994698, -123.16348818167101","parking, parking"
"49.26408897588143, -123.11567025201045","parking, parking"
"49.264090771164334, -123.16366292661769","parking, parking"
"49.26409151297041, -123.11584040428805","parking, parking"
"49.2640920913856, -123.17431046195662","parking, parking"
"49.26409218934634, -123.13867388526235","parking, parking"
"49.26409354033905, -123.16382890377392","parking, parking"
"49.26409413482648, -123.11596170791283",parking
"49.264094906901924, -123.17447731955474","parking, parking"
"49.264095643508426, -123.15060202419406","parking, parking"
"49.264096348886135, -123.16399866088909","parking, parking"
"49.26409895987603, -123.16416800502547","parking, parking"
"49.264099, -123.046012",parks
"49.264099057219745, -123.1746535970464","parking, parking"
"49.26409944257878, -123.04954537986924",bikeways
"49.264101384277076, -123.17483381287403","parking, parking"
"49.264101601077186, -123.07359811345133",bikeways
"49.2641019680725, -123.16435514996857","parking, parking"
"49.26410409886535, -123.17501335659587","parking, parking"
"49.2641048987299, -123.11673326779386","parking, parking"
"49.264105, -123.185381",gardens
"49.2641057246495, -123.15528857954803",bikeways
"49.26410741416102, -123.14819819697065","parking, parking"
"49.264107607174175, -123.1751853710154","parking, parking"
"49.26410849701736, -123.11691099605234","parking, parking"
"49.26410983061092, -123.16540731045797","parking, parking"
"49.26411007319007, -123.17536238486151","parking, parking"
"49.26411276776776, -123.16557985833866","parking, parking"
"49.26411280928557, -123.17554499380427","parking, parking"
"49.26411577213598, -123.16576180788657","parking, parking"
"49.26411925038185, -123.16593929199595","parking, parking"
"49.26412194636853, -123.16611636116149","parking, parking"
"49.26412324187021, -123.16628506882007",parking
"49.264125073868115, -123.1179478029506","parking, parking"
"49.26412549519087, -123.17623458652119","parking, parking"
"49.264127941538234, -123.11813446372574","parking, parking"
"49.26412817938636, -123.17640904473514","parking, parking"
"49.26413057736385, -123.17658226491727","parking, parking"
"49.26413090294043, -123.11831713876406","parking, parking"
"49.26413139, -123.1001732",ev_charging
"49.264133263620636, -123.1767550325686","parking, parking"
"49.264135070670505, -123.19617943097614",schools
"49.264136426796384, -123.17692164428482","parking, parking"
"49.26413937340329, -123.11882846448003","parking, parking"
"49.26413959573557, -123.17709020780138","parking, parking"
"49.264140764627804, -123.1067025151474",parking
"49.2641411, -123.1000824","cultural, cultural, cultural, cultural, cultural"
"49.26414188807785, -123.17724953170992","parking, parking"
"49.2641428714371, -123.11901306516134","parking, parking"
"49.2641499499059, -123.2152034938093",bikeways
"49.26415132616474, -123.11953662393282","parking, parking"
"49.26415179663749, -123.15043243334989","parking, parking"
"49.26415700094723, -123.12030909402529","parking, parking"
"49.264157999350374, -123.1290533856016","parking, parking"
"49.26415834723475, -123.12013907442017","parking, parking"
"49.2641583591271, -123.12047320995197","parking, parking"
"49.2641594, -123.1002054",ev_charging
"49.26416113610665, -123.15537218428192","parking, parking"
"49.26416141238089, -123.12065052500581","parking, parking"
"49.264162623349726, -123.15520260585474","parking, parking"
"49.264164652596556, -123.12082083070156","parking, parking"
"49.26416489, -123.09573323",gardens
"49.264176584263595, -123.16946667102904","parking, parking"
"49.26417727159972, -123.13133166092692",bikeways
"49.26417938910755, -123.16963330867708","parking, parking"
"49.26418109486708, -123.16980091845282","parking, parking"
"49.264184630445385, -123.11521155104082","parking, parking"
"49.26418507953429, -123.14083328633929","parking, parking"
"49.2641907, -123.1138","cultural, cultural, cultural, cultural, cultural"
"49.26419255782012, -123.17040982448795","parking, parking"
"49.264192997610756, -123.11538119491499",parking
"49.26419451500154, -123.17057087893762","parking, parking"
"49.264194860880025, -123.12211909950821","parking, parking"
"49.264197563722, -123.17073575821816","parking, parking"
"49.264197894730536, -123.12231235870104","parking, parking"
"49.26419821947754, -123.11563747863745","parking, parking"
"49.26420072589542, -123.11581135605459","parking, parking"
"49.26420087360644, -123.1708941921136","parking, parking"
"49.264204234683014, -123.11599004651477","parking, parking"
"49.264205324467596, -123.07383998320998",bikeways
"49.26420693431861, -123.1161680478615","parking, parking"
"49.264207719412774, -123.13867003059394","parking, parking"
"49.26420855342743, -123.11634687137482","parking, parking"
"49.26421, -123.138751",cultural
"49.26421067354645, -123.12306945335447",parking
"49.26421174614225, -123.1108394926089",parking
"49.26421186548695, -123.0745076268286",bikeways
"49.264213509666845, -123.11652551033089","parking, parking"
"49.264214008632806, -123.16473676146944",parking
"49.26421443866208, -123.12333459975056",parking
"49.264215027553846, -123.1167060379954","parking, parking"
"49.2642173442182, -123.07523082746403",bikeways
"49.264218988332004, -123.11688115599304","parking, parking"
"49.26421959960442, -123.1236397470219",parking
"49.264221055260755, -123.1170608053208","parking, parking"
"49.26422299263357, -123.12383122048173","parking, parking"
"49.2642239328714, -123.11723908210497",parking
"49.264224299917686, -123.07617301676271",bikeways
"49.2642249321995, -123.17236206854179","parking, parking"
"49.26422836157452, -123.17254139514831","parking, parking"
"49.26423017277469, -123.12459916021125",parking
"49.264230707413816, -123.17271726805308","parking, parking"
"49.264232655034355, -123.07713979713824",bikeways
"49.26423362060609, -123.17289252444091","parking, parking"
"49.264236063522645, -123.17305727817595","parking, parking"
"49.264237865523306, -123.07778913894518",bikeways
"49.26423919099049, -123.17322126461471","parking, parking"
"49.2642396, -123.1014108","cultural, cultural, cultural, cultural, cultural"
"49.26424123096359, -123.17337848482067","parking, parking"
"49.264243302781225, -123.16247116561064","parking, parking"
"49.26424352810997, -123.16466320078857",bikeways
"49.26424393181718, -123.17354472394912","parking, parking"
"49.26424539587552, -123.07875448919769",bikeways
"49.26424631546082, -123.11866405856827","parking, parking"
"49.26424694311975, -123.17372568487227",parking
"49.26424920317924, -123.11883010268953","parking, parking"
"49.26424935867055, -123.12582015924319",parking
"49.26425211512553, -123.12601465520555","parking, parking"
"49.26425460646836, -123.11917346083261","parking, parking"
"49.264254694352196, -123.1262064017772","parking, parking"
"49.26425640466257, -123.11934857395444","parking, parking"
"49.26425803961977, -123.0803622157815",bikeways
"49.26425928243989, -123.11952327735256","parking, parking"
"49.264263109837984, -123.16641524857512","parking, parking"
"49.264264382151474, -123.1645913441414","parking, parking"
"49.26426797144718, -123.17492566697453","parking, parking"
"49.264269293296245, -123.14345040009796","parking, parking"
"49.26427058095723, -123.14328257971306","parking, parking"
"49.26427092863978, -123.17509935687445","parking, parking"
"49.264270931913444, -123.15519794243208",parking
"49.26427261005877, -123.1110150539048",parking
"49.2642738435145, -123.17527112237167","parking, parking"
"49.26427453477033, -123.12722617973391","parking, parking"
"49.26427520103674, -123.15235630095991",bikeways
"49.26427638970795, -123.17544263917559","parking, parking"
"49.26427652674407, -123.082730480491",bikeways
"49.264279490388994, -123.17561018571375",parking
"49.264279746861384, -123.12755716816336","parking, parking"
"49.26428208499158, -123.10281714855317",parking
"49.2642829762882, -123.12772802448974","parking, parking"
"49.26428804853764, -123.12810272117149","parking, parking"
"49.264290253503006, -123.17625092483836",parking
"49.26429146947476, -123.17634418775948","parking, parking"
"49.26429181241068, -123.08466512849326",bikeways
"49.2642925505692, -123.1068670517033",parking
"49.264294362925554, -123.17651110140551","parking, parking"
"49.26429691726113, -123.17668197236863","parking, parking"
"49.26429824487336, -123.14082866026602","parking, parking"
"49.26429949349988, -123.17685012195344","parking, parking"
"49.26430311999337, -123.17702540887518","parking, parking"
"49.26430354823558, -123.1093510659825",parking
"49.264305499589476, -123.13839804723516","parking, parking"
"49.26430567509147, -123.17718942123226","parking, parking"
"49.26430761521276, -123.17736129344102","parking, parking"
"49.2643106, -123.0832689",gardens
"49.264310768308384, -123.1775221879011","parking, parking"
"49.26431867050318, -123.13866652044253","parking, parking"
"49.26432722412093, -123.10299760188872",parking
"49.26432807395436, -123.16473249543827","parking, parking"
"49.26433048461205, -123.12383190180985","parking, parking"
"49.264334, -123.108174",parks
"49.26433534990668, -123.13100272696782","parking, parking"
"49.26434153941641, -123.06198788668804",bikeways
"49.26434375823305, -123.10493591796222",parking
"49.264351443349526, -123.17132008721809","parking, parking"
"49.26435873454356, -123.17406106648374",parking
"49.26436020962683, -123.16246752220157","parking, parking"
"49.26436153274442, -123.14586239109869",parking
"49.26436861390786, -123.112847437521",bikeways
"49.26437203457143, -123.11755322756439","parking, parking"
"49.264373216393764, -123.16641163284864","parking, parking"
"49.26437696171002, -123.06959696033519",parking
"49.26437770817623, -123.11736974747275","parking, parking"
"49.26437849910939, -123.13392994190187",parking
"49.2643788, -123.2543722","cultural, cultural, cultural, cultural, cultural"
"49.26438063323345, -123.16458712627524","parking, parking"
"49.26438316535922, -123.13409475515577","parking, parking"
"49.26438353678866, -123.14344688271457","parking, parking"
"49.264386213679344, -123.13425832701567","parking, parking"
"49.26438887482997, -123.14327701194321","parking, parking"
"49.26438942015446, -123.13447131202969",parking
"49.26439225680911, -123.17598691977147",parking
"49.26439242525586, -123.13463291830384","parking, parking"
"49.26439656733322, -123.14082467917514",parking
"49.26439761565453, -123.1739680572721",bikeways
"49.26440238763555, -123.20299917946949",bikeways
"49.2644045, -123.1843944",cultural
"49.264413654786935, -123.17389678876523","parking, parking"
"49.264414526186485, -123.10954614441272",parking
"49.264419255746866, -123.11983035869503",bikeways
"49.26442131526717, -123.13646763201461","parking, parking"
"49.26442259108825, -123.17791184333088",parking
"49.26442533103787, -123.13672302242753",parking
"49.26442767474832, -123.1368707860624","parking, parking"
"49.26443078418965, -123.13013141851964","parking, parking"
"49.264431581175224, -123.17581733812901","parking, parking"
"49.264431750849795, -123.11975460742795","parking, parking"
"49.264432490710966, -123.13713332608263",parking
"49.26443427687433, -123.13030475030484","parking, parking"
"49.264434994201814, -123.13729758402688","parking, parking"
"49.2644359, -123.106533","cultural, cultural, cultural, cultural, cultural"
"49.264436504075526, -123.13048330182252","parking, parking"
"49.26443856788617, -123.13746940463102","parking, parking"
"49.264439475482725, -123.13063986355375","parking, parking"
"49.26443996018847, -123.11275794688775",parking
"49.264441775776994, -123.13764603494236","parking, parking"
"49.26444188253647, -123.13081800323542","parking, parking"
"49.26444386394758, -123.17112326465616","parking, parking"
"49.26444564747461, -123.1309883119609","parking, parking"
"49.26444623640618, -123.1481032869864",bikeways
"49.2644470458343, -123.13797881260153","parking, parking"
"49.264447054153706, -123.10483586893582",bikeways
"49.264459829243165, -123.17405672133202","parking, parking"
"49.26446101019217, -123.06983995016542",parking
"49.26446152047592, -123.17130609117932","parking, parking"
"49.26446205106124, -123.13889371243681",parking
"49.26446453600238, -123.13907130303451","parking, parking"
"49.26446879962915, -123.13934016455015",parking
"49.26447059248266, -123.13949438697459","parking, parking"
"49.26447289127996, -123.13967637546513","parking, parking"
"49.26447317035771, -123.14585676863229","parking, parking"
"49.26447709524787, -123.13984476193991","parking, parking"
"49.26447974163952, -123.14003637286135","parking, parking"
"49.2644838945972, -123.17775913828962","parking, parking"
"49.26448402963979, -123.11754854545747","parking, parking"
"49.264501495746124, -123.1413776591179","parking, parking"
"49.26450191333532, -123.1759836810997","parking, parking"
"49.2645041564358, -123.14155552538487","parking, parking"
"49.26450717244343, -123.14173682890748","parking, parking"
"49.26450808, -123.10722312",gardens
"49.264510187153576, -123.14191895714121","parking, parking"
"49.26451098991911, -123.17112074780573",parking
"49.26451514143854, -123.14220596437691",parking
"49.264516167247415, -123.1355144115043","parking, parking"
"49.26451666789333, -123.14235427598884","parking, parking"
"49.26452253511465, -123.08519410252896",bikeways
"49.26452885716032, -123.17389032115639",parking
"49.26453453132563, -123.13625219082643",parking
"49.26453572576433, -123.1363986733228","parking, parking"
"49.264537791579876, -123.14367453278308","parking, parking"
"49.26453865367635, -123.17790768355653","parking, parking"
"49.26454038069374, -123.1365700848484","parking, parking"
"49.26454099169527, -123.14384978934673","parking, parking"
"49.26454364532362, -123.14403026739899","parking, parking"
"49.26454389049465, -123.17581461706494","parking, parking"
"49.264547986503565, -123.14429981725063",parking
"49.26454869207067, -123.11975117930655",parking
"49.26454983682628, -123.10026790529486","parking, parking"
"49.26455168030469, -123.04953750078953",bikeways
"49.26455280743628, -123.10044144047617","parking, parking"
"49.264553916743814, -123.14466476131365","parking, parking"
"49.26455414535493, -123.13789375547427",parking
"49.2645564837996, -123.14484152808437","parking, parking"
"49.264559857390296, -123.14502049641952","parking, parking"
"49.264560212229334, -123.12885884477406","parking, parking"
"49.264561323633586, -123.15527130932789",bikeways
"49.26456170497883, -123.1451967113237","parking, parking"
"49.264564622726496, -123.14538007672832","parking, parking"
"49.264569, -123.088762",gardens
"49.26457048819652, -123.13885635579037","parking, parking"
"49.264573946289055, -123.13904755695339","parking, parking"
"49.2645777545412, -123.1460941625771","parking, parking"
"49.26457944883329, -123.13940796354616","parking, parking"
"49.264581, -123.101954","cultural, cultural, cultural, cultural, cultural"
"49.26458212002714, -123.139579644812","parking, parking"
"49.26458222339155, -123.11100737784747",parking
"49.26458568483086, -123.13975600188492","parking, parking"
"49.26458709285378, -123.13993042859909","parking, parking"
"49.26459020619656, -123.14010774657999","parking, parking"
"49.26459202867812, -123.21518750741396",bikeways
"49.2645934244047, -123.14027255702317","parking, parking"
"49.26459717951165, -123.14045428898285",parking
"49.26459969621362, -123.17775504593945",parking
"49.264603433063066, -123.13131575513412",bikeways
"49.2646046, -123.0992862","cultural, cultural, cultural"
"49.26460841037318, -123.07358782078738",bikeways
"49.26461131692803, -123.07233680553357",bikeways
"49.264616276837536, -123.10954909260192",parking
"49.264648552932286, -123.14365011352041","parking, parking"
"49.26464989762941, -123.14379842504992",parking
"49.26465448983738, -123.14408350794515","parking, parking"
"49.26465660768018, -123.14426054863311",parking
"49.26466077632757, -123.14452377595475","parking, parking"
"49.264664291666335, -123.12885444252365",parking
"49.264664512037434, -123.11736016026451","parking, parking"
"49.264664614283575, -123.14469147516975","parking, parking"
"49.264667010183544, -123.14486123192748","parking, parking"
"49.264669584357314, -123.14503208881793","parking, parking"
"49.2646725199854, -123.14520143484565",parking
"49.26469040576642, -123.16464724875577",bikeways
"49.264694379158975, -123.1383840154162","parking, parking"
"49.26469570470793, -123.10345957976112",parking
"49.26470674367058, -123.13864987693371","parking, parking"
"49.2647067591854, -123.11754041523078","parking, parking"
"49.26470793605065, -123.10413283187958",parking
"49.2647093, -123.1053882","cultural, cultural, cultural, cultural, cultural"
"49.264735446123105, -123.10574418102833",parking
"49.26474836643289, -123.08131948934368",bikeways
"49.2647531, -123.1078497","cultural, cultural, cultural, cultural"
"49.26475659994875, -123.1458499343588",parking
"49.26476435219361, -123.06984529897021",parking
"49.2647696702091, -123.11735599753311","parking, parking"
"49.26477580932529, -123.1077576545314",parking
"49.26478949462518, -123.1086758057831",parking
"49.26479287418641, -123.06197841761427",bikeways
"49.26479656409555, -123.1564473125242",bikeways
"49.2648107829874, -123.13837911785365","parking, parking"
"49.2648195635336, -123.11753600988592","parking, parking"
"49.264820426281446, -123.11035854534683",parking
"49.264825217389415, -123.13864416109698","parking, parking"
"49.26483380533885, -123.1588158624652",bikeways
"49.2648350859656, -123.17395215685207",bikeways
"49.26483578620656, -123.20298408690653",bikeways
"49.26483848249593, -123.11981492128501",bikeways
"49.26483907672498, -123.11379449509315",bikeways
"49.2648423, -123.1385998","cultural, cultural, cultural, cultural, cultural"
"49.26484246685285, -123.14584386475447","parking, parking"
"49.26484989810506, -123.1114979176716",parking
"49.264861740882, -123.11217107680537",parking
"49.26486316692689, -123.16068158463399",bikeways
"49.26486396738832, -123.06958802379297",parking
"49.264868, -123.122031",parks
"49.26486959217714, -123.11735281200497",parking
"49.26488202015686, -123.16186659780239",bikeways
"49.2648965, -123.1033467","cultural, cultural, cultural, cultural, cultural, cultural, cultural, cultural, cultural"
"49.26489929187487, -123.10481727409457",bikeways
"49.264901, -123.083355",parks
"49.26490755086114, -123.16350491025352",bikeways
"49.26490784727558, -123.12644310681232","parking, parking"
"49.2649215778097, -123.16556084784936",bikeways
"49.26492549862552, -123.11592588487534","parking, parking"
"49.26492746727578, -123.11607948974203","parking, parking"
"49.26492817545952, -123.13837491028272","parking, parking"
"49.264931020829636, -123.11625797677617","parking, parking"
"49.264933434061255, -123.11641628350625","parking, parking"
"49.26493619901395, -123.1165913049904","parking, parking"
"49.26493942134457, -123.11676742717293","parking, parking"
"49.26494090062209, -123.13864008681489","parking, parking"
"49.264941986215796, -123.11694408387957","parking, parking"
"49.26494450808987, -123.14584416549562","parking, parking"
"49.26494466082114, -123.11711870660528","parking, parking"
"49.26494926553164, -123.16745788442186",bikeways
"49.264956, -123.071167",gardens
"49.26495788064566, -123.11509453727157",bikeways
"49.26497549022152, -123.08518536779296",bikeways
"49.26498250090086, -123.11917109030377",parking
"49.26498433890694, -123.16980980211044",bikeways
"49.2649847485716, -123.11934648198552","parking, parking"
"49.264987357773926, -123.11951995025571","parking, parking"
"49.264989, -123.13825","cultural, cultural"
"49.26499199924625, -123.10472593563588","parking, parking"
"49.26499297025892, -123.11644709575849",bikeways
"49.265003662244666, -123.12644489107993",parking
"49.265003916007615, -123.0495296779966",bikeways
"49.26500705121017, -123.17130925524144",bikeways
"49.265010797719505, -123.17155932581352",bikeways
"49.2650225900795, -123.13130011019834",bikeways
"49.26502449492672, -123.2151718691429",bikeways
"49.265025589439816, -123.17255178230099",bikeways
"49.265028002915614, -123.1048990615883",parking
"49.26502801741395, -123.11076296060628",parking
"49.26502855639493, -123.11862227379754",bikeways
"49.26503206570719, -123.115079152756",parking
"49.26503356625916, -123.11518913013985","parking, parking"
"49.26503647271914, -123.1153594239517",parking
"49.26503792170095, -123.13837095621216","parking, parking"
"49.26504120549264, -123.11562809516143",parking
"49.2650418, -123.2559388",cultural
"49.265042370274955, -123.1736806495175",bikeways
"49.26504259402572, -123.11571467829448","parking, parking"
"49.26504570865434, -123.11588292464793","parking, parking"
"49.26504690569779, -123.11281736233235",bikeways
"49.265048274063034, -123.11606039264497","parking, parking"
"49.265051522376716, -123.1162383158505","parking, parking"
"49.26505433753968, -123.11641733766245","parking, parking"
"49.26505702115062, -123.1166194783175","parking, parking"
"49.265060655755896, -123.17491158392257",bikeways
"49.265060736977176, -123.07357927053286",bikeways
"49.26506362987988, -123.12078194273153",bikeways
"49.26506639895702, -123.11714824415131",parking
"49.26507793230517, -123.17607320991594",bikeways
"49.26508189355823, -123.14807968541808",bikeways
"49.26508204567186, -123.1047210405429",parking
"49.26508744781221, -123.12226991020505",bikeways
"49.26509096590253, -123.10686597197011",parking
"49.26509223219459, -123.17704049671254",bikeways
"49.265102382947035, -123.12319665680657",bikeways
"49.26510984736849, -123.17820972554318",bikeways
"49.265113175244835, -123.1238682498672",bikeways
"49.265115452287645, -123.08000051942112",parking
"49.26512551905667, -123.17921073782145",bikeways
"49.26512678875903, -123.16463166783015",bikeways
"49.26513655148726, -123.1253254632875",bikeways
"49.26514450666336, -123.1803767817548",bikeways
"49.26514631833473, -123.13836727325186","parking, parking"
"49.2651549, -123.1012162",ev_charging
"49.265157109601724, -123.15228532867901",bikeways
"49.26515884, -123.1012092",ev_charging
"49.26516142689539, -123.1813745375425",bikeways
"49.26517141559745, -123.18202183664894",bikeways
"49.26517255153582, -123.15355224259545",schools
"49.265175029512676, -123.12772347828408",bikeways
"49.265183024420395, -123.10296106193108",parking
"49.265183991611224, -123.10278402757565",parking
"49.26518624141755, -123.1829933590402",bikeways
"49.265188506697925, -123.14557021701081","parking, parking"
"49.26518974128074, -123.07808780063515",bikeways
"49.26519587807329, -123.07905457755083",bikeways
"49.26519700631447, -123.15524745981483",bikeways
"49.26520260235186, -123.18401760866627",bikeways
"49.265202757475144, -123.12945382181519",bikeways
"49.26520662370381, -123.08034456703547",bikeways
"49.26520965779291, -123.08615051043569",bikeways
"49.26521562130079, -123.11742955141645",bikeways
"49.2652165, -123.1857634","cultural, cultural, cultural, cultural"
"49.2652177680588, -123.18505290449615",bikeways
"49.26522132257245, -123.08762657442483",bikeways
"49.265221701847274, -123.13063884988915",bikeways
"49.26522367478734, -123.08192434433496",parking
"49.2652275, -123.0917358","cultural, cultural, cultural, cultural"
"49.26522903076124, -123.08860462411506",bikeways
"49.26523484684841, -123.19411534398235",bikeways
"49.26523707346999, -123.08961674945596",bikeways
"49.26523953204639, -123.19337765879752",bikeways
"49.26524411900366, -123.061969174363",bikeways
"49.26524481795568, -123.09058449583034",bikeways
"49.26524595072743, -123.18678815718236",bikeways
"49.265246972328654, -123.13533140406312","parking, parking"
"49.26524797865413, -123.10662096141834",parking
"49.26524892141993, -123.13551037033568","parking, parking"
"49.26525110815207, -123.13247736463619",bikeways
"49.26525176862166, -123.13569030124087","parking, parking"
"49.265253691302206, -123.14570082895142",bikeways
"49.265254207986544, -123.17393690847202",bikeways
"49.265255832274086, -123.09197838257015",bikeways
"49.2652632, -123.1019214","cultural, cultural, cultural, cultural"
"49.26526515518526, -123.1369999696112",parking
"49.265267975699096, -123.10957193643472",parking
"49.26526918355543, -123.20296946680868",bikeways
"49.26527091102401, -123.09391215742993",bikeways
"49.26528020345645, -123.13796065553659","parking, parking"
"49.2652846814693, -123.13461224720061",bikeways
"49.265288467018365, -123.18945468138449",bikeways
"49.26529031382523, -123.09536538942531",bikeways
"49.26529175726605, -123.14556735937757","parking, parking"
"49.265294456588386, -123.08000085005052",parking
"49.2653017, -123.1040486","cultural, cultural, cultural, cultural, cultural"
"49.26530386151034, -123.1357969356093",bikeways
"49.265309332557, -123.1388745108013",parking
"49.265312028575686, -123.10931197677147",parking
"49.265315030733284, -123.13647642569373",bikeways
"49.26531592061993, -123.13937952422623","parking, parking"
"49.26531701992971, -123.19137460492102",bikeways
"49.26532138186897, -123.13969883829364","parking, parking"
"49.26532230655867, -123.19173477877894",bikeways
"49.26532414524195, -123.13986832319401","parking, parking"
"49.265328923320624, -123.13735063396092",bikeways
"49.26532930960029, -123.1402088039866","parking, parking"
"49.2653319824404, -123.1403781512353","parking, parking"
"49.265334292946044, -123.19255644758296",bikeways
"49.26533492806425, -123.1405448877074","parking, parking"
"49.265338837488784, -123.13797469126965",bikeways
"49.265340408072156, -123.14072805680782","parking, parking"
"49.265344483329244, -123.13833019601817",bikeways
"49.26535160597787, -123.10479822618339",bikeways
"49.265352454180196, -123.11270930670537",parking
"49.26535273391344, -123.13884750736352",bikeways
"49.265357141163136, -123.14194708952904",parking
"49.26535946246814, -123.1421076390879","parking, parking"
"49.26536221519856, -123.14228289717228","parking, parking"
"49.265365525285326, -123.1425165736113","parking, parking"
"49.26536615038741, -123.08160573491962",parking
"49.26536918047741, -123.14268894786875","parking, parking"
"49.265372281674644, -123.19516924380073",bikeways
"49.26537246546055, -123.14007885630889",bikeways
"49.2653790542613, -123.07744112060763",bikeways
"49.265382040415695, -123.06982104474987",parking
"49.26539231201977, -123.14131180509162",bikeways
"49.26539239449199, -123.14463711074988","parking, parking"
"49.2653925, -123.1399958","cultural, cultural"
"49.26539540652179, -123.14481773045068","parking, parking"
"49.265396993814505, -123.13778256947136","parking, parking"
"49.2653981, -123.1007282","cultural, cultural, cultural"
"49.26539841809674, -123.1449984876236","parking, parking"
"49.26539974949482, -123.13796085137841","parking, parking"
"49.26540161935827, -123.14517839317759","parking, parking"
"49.26540183119923, -123.13885126623482","parking, parking"
"49.26540313653424, -123.13813748565323","parking, parking"
"49.2654085, -123.044393",gardens
"49.26540872160316, -123.19768395993252",bikeways
"49.26541151241996, -123.14249660816301",bikeways
"49.265412770663666, -123.13955202344772","parking, parking"
"49.2654135419782, -123.08195470551097",parking
"49.26541553541518, -123.1397205464978","parking, parking"
"49.26541865124047, -123.13989608057439","parking, parking"
"49.26542105085101, -123.14006858871774","parking, parking"
"49.26542280232617, -123.096322854224",bikeways
"49.26542309139801, -123.14024027115262","parking, parking"
"49.26542576853451, -123.1404060450025",parking
"49.26543104112789, -123.06957607951946",parking
"49.265433995782, -123.14389039071439",bikeways
"49.26545034738891, -123.20056214355154",bikeways
"49.26545131340876, -123.0978810768384",bikeways
"49.26545322200988, -123.14507511666598",bikeways
